NUM,NAME,MAGICIAN,CATEGORY
1557,Jamie Schoolcraft,Dean Dill,COIN
1558,Underground jam,Jay Sankey,MISC
1559,Silver Dream,Justin Miller,COIN
1560,Cooking with Lee Asher Well Done,Lee Asher,MISC
1561,Close-up Animations and Levitation Vol 1,Michael Ammar,MISC
1562,Fourfit TNR,Reuben Moreland,MISC
1563,World's Greatest Magic - Folding Coins,L & L,COIN
1564,World's Greatest Magic - Mc Donald Aces,L & L,CARDS
1565,World's Greatest Magic - Cigarette thru Quarter,L & L,CLOSEUP
1566,Aaron Fisher - Lecture,Penguin magic,LECTURE
1567,Herb Zarrow on Zarrow Shuffle,Herb Zarrow,CARDS
1568,Clever Card Magic Vol 1 and 2,Paul Hallas,CARDS
1569,Mind Stuff Vol 1 and 2,Paul Hallas,MENTALISM
1570,The Collected Secrets of Lubor Fielder,Lubor Fielder,MISC
1571,Essentials in Magic - Stripper Deck,Daryl,CARDS
1572,Essentials in Magic - Svengali Deck,Daryl,CARDS
1573,Essentials in Magic - Invisible Deck,Daryl,CARDS
1574,The Figurine,Lennart Green,MISC
1575,Marc Spelmann - Lecture,Penguin magic,LECTURE
1576,The Transparent Cups,Antonio Romero,CUPS & BALLS
1577,Appearing Card in Bottle,Eddy Ray,CARDS
1578,History of Magic,TV,LECTURE
1579,Exchange,Wayne Dobson,MISC
1580,Henry Evans - Lecture,Penguin magic,LECTURE
1581,Wedge,Jesse Feinberg,CLOSEUP
1582,Carney on Palming,John Carney,CARDS
1583,Michael Eaton - Lecture,Penguin magic,LECTURE
1584,Pencilitration,Jesse Feinberg,CLOSEUP
1585,Sponge Balls Toolbox,Steve Dacri,SPONGE BALLS
1586,IMS Gold Series Vol 1 to 21,IMS,MISC
1587,Uprising,Richard Sanders,CARDS
1588,iVanish,Ben Seidman,MISC
1589,Hold the Mayo,Bill Goodwin,MISC
1590,Mistaken Sandwich,Bill Goodwin,MISC
1591,REF4M(TNR),Blake Vogt,CARDS
1592,Covert Coins,Charlie Justice,COIN
1593,Fallen,Daniel Garcia,MISC
1594,Daryl does the full monte,Daryl,CARDS
1595,Encyclopedia of Card Sleights - Vol 1 to 8,Daryl,CARDS
1596,Expert Coin magic made easy - Vol 1 to 4,David Roth,COIN
1597,Basic Coin Magic - Vol 1,David Stone,COIN
1598,Cradle to Grave Project,Devo Superhandz,MISC
1599,Inside Magic,Ellusionist,MISC
1600,Kard Klub 2,Ellusionist,CARDS
1601,Easy to Master card miracles - Vol 1 to 9,Michael Ammar,CARDS
1602,Easy to Master money miracles - Vol 1 to 3,Michael Ammar,COIN
1603,Swami Gimmick - Teach in,Lee Earle,MENTALISM
1604,Gambler's Cop,Daniel Madison,CARDS
1605,Sinful,Wayne Houchin,MISC
1606,Tango ultimate coin,,COIN
1607,Ultimate Levitation System,Steve Fearson,LEVITATION
1608,Stained Skin,Ray Singson,MISC
1609,Pass with care,Peter Cassford,CARDS
1610,Hostile,Ben Diesel,CLOSEUP
1611,Card at any number,Justin Miller,CARDS
1612,Danny Orleans - Lecture,Penguin magic,LECTURE
1613,Vibration,Justin Miller,CARDS
1614,Silk Fountain,Duane Laflin,SILKS
1615,Silken Dreams,Jay Scott Berry,SILKS
1616,UGM - Topas Lecture,Topas,LECTURE
1617,Extreme CD Manipulation - Vol 1 and 2,Adrian Man,STAGE
1618,Self Guided Tour,Rick Lax,MENTALISM
1619,Ultimate Guide to the Miser's Dream - vol 1 to 3,Levent,COIN
1620,Geoff Williams - Lecture,Penguin magic,LECTURE
1621,Max Krause - Lecture,Penguin magic,LECTURE
1622,Mickael Chatelain - Lecture,Penguin magic,LECTURE
1623,Civil,Sam Fitton,COIN
1624,Mojoe,John Kennedy,CLOSEUP
1625,The Fifth Card,Brian Caswell,MENTALISM
1626,Ace,Richard Sanders,CARDS
1627,Magic Made Simple Act1,Daryl,MISC
1628,Devin Knight - Lecture,Penguin magic,LECTURE
1629,21st Century Topit,David Penn,MISC
1630,No Where,Nathan Kranzo,CARDS
1631,Ultimate Self Working Card Tricks - Vol 2,Big Blind Media,CARDS
1632,Stop Right There,Al Smith,CARDS
1633,Close up Idea Vol 1 and 2,Zeki Yoo,CLOSEUP
1634,Gazzo - 1 - Lecture,Penguin magic,LECTURE
1635,The Process - Vol 1 and 2,Andrew Gerard,LECTURE
1636,Blind Luck,Dan Paulus,CARDS
1637,NUMEROLOGIE,Batiste,MENTALISM
1638,Gazzo - 2 - Lecture,Penguin magic,LECTURE
1639,True Mysteries,Fraser Parker,MENTALISM
1640,Jimmy Fingers - Lecture,Penguin magic,LECTURE
1641,Greg Rostami - Lecture,Penguin magic,LECTURE
1642,I knew it,Mathieu Bich,CARDS
1643,Pathways to Mastery - Episode 2,Aaron Fisher,CARDS
1644,Stapled,Luke Jermay,CARDS
1645,Joshua Quinn - Lecture,Penguin magic,LECTURE
1646,The Card Puzzle,Woody Aragon,CARDS
1647,The Grid,Richard Wiseman,MENTALISM
1648,Mind Waves - Vol 1,Andrew Gerard,MENTALISM
1649,Elements of Mentalism - Vol 1,Nefesch,MENTALISM
1650,Six,Mickael Chatelain,CLOSEUP
1651,Jay Noblezada - Lecture,Penguin magic,LECTURE
1652,Rob Zabrecky - Lecture,Penguin magic,LECTURE
1653,Steve Reynolds - Lecture,Penguin magic,LECTURE
1654,Nathan Kranzo2 - Lecture,Penguin magic,LECTURE
1655,Wavelength,Manu Jo,CARDS
1656,Doug Conn - Lecture,Penguin magic,LECTURE
1657,Bizzaro - Lecture,Penguin magic,LECTURE
1658,ESP Test,Louis Black,MENTALISM
1659,Rubik Predicted,Mark Elsdon,MENTALISM
1660,Cornered,Joshua Jay,BILLS
1661,Close up Up close - Vol 1 to 3,Joshua Jay,CLOSEUP
1662,Miracles without moves,Ryan Scultz,CARDS
1663,DST,Luke Dancy - David Regal,MISC
1664,Movemint,Darryl Vanamburg,CLOSEUP
1665,Blindfold Tips,John Archer,MENTALISM
1666,Corner - Exposure,Cameron Francis,CARDS
1667,Stomp,Adam rose,CARDS
1668,Peek a boo deck,Bob Solari,CARDS
1669,Card Fantasy,Jean Pierre Vallarino,CARDS
1670,CD Magic,Jordan Gomez,MANIPULATION
1671,IMS Platinum Series Vol 1 to 35,IMS,MISC
1672,IMS Masters Series Vol 1 to 50,IMS,MISC
1673,The Lane,Mickael Chatelain,CARDS
1674,Caught on Tape,Tom Stone,MISC
1675,Vertex Topit,Joke Magie,MISC
1676,Card Tricks made easy,Jerry Sadowitz,CARDS
1677,Selected Card Secrets,Jerry Sadowitz,CARDS
1678,The Total Abuse Show,Jerry Sadowitz,MISC
1679,The Jerry Attick show,Jerry Sadowitz,MISC
1680,Magic with Rubber bands - Vol 1 & 2,Dan Harlan,RUBBERBANDS
1681,"Mind bogglers - Vol 2,3,4",Dan Harlan,MISC
1682,Rumba Count,Jean Pierre Vallarino,CARDS
1683,World's Greatest Magic - Linking Ring,L & L,STAGE
1684,Memorized Deck,Darwin Ortiz,CARDS
1685,Multiplying Bottles,Paul Romhany,STAGE
1686,David Kaye - Lecture,Penguin magic,LECTURE
1687,Gaetan Bloom - Lecture,Penguin magic,LECTURE
1688,Inspiration - Bebel,Jean Pierre Vallarino,CARDS
1689,Potassy Wave Deck,Levent,CARDS
1690,Rub a dub deluxe,Glenn morphew,CARDS
1691,The Core,Pit Hartling,CARDS
1692,TurboStick,Leo Smetsers,CLOSEUP
1693,Behind the Curtain - Vol 1 & 2,Thom Peterson,MISC
1694,The V-Deck,Peter Nardi,CARDS
1695,Revoke,Gianni Vox,MISC
1696,Clarity Box,David Regal,MISC
1697,Equilibrium,Jesse Feinberg,CLOSEUP
1698,Trick Artist - Episode 1 to 4,Ben Earl,PERFORMANCE
1699,99 by jay sankey,Jay Sankey,MENTALISM
1700,Oh,Spidey,MENTALISM
1701,Ultimate Guide to the Linking Rings - Vol 3,Levent,STAGE
1702,Trace,Will Tsai,CLOSEUP
1703,"CATACLYSM, THE ARMAGEDDON EDITION",Brian Caswell,MENTALISM
1704,Romhany on Stage,Paul Romhany,MISC
1705,Packet trick treasures,Aldo Colombini,CARDS
1706,Scribble,Jeff Prace,CLOSEUP
1707,Envy-Lope,Brandon David,CLOSEUP
1708,Graphic,Matthew Mello,MISC
1709,Mercury Aces,Ellusionist,CARDS
1710,Mind bender,Ellusionist,MISC
1711,Hot Shot cut,Daryl,CARDS
1712,Axis Color Change,Ellusionist,CARDS
1713,Infusion Coin penetration,Ellusionist,COIN
1714,Revolution,Ellusionist,CARDS
1715,Election,Eric Ross,CARDS
1716,Undercover Switch,Kostya kimlat,CARDS
1717,Jaw Droppers  Vol 5 - Folding coin,Larry Anderson,COIN
1718,Magic of Paul Potassy - Vol 1 to 3,Paul Pottasy,MISC
1719,Spoken,Rus Andrews,MISC
1720,Dan Harlan - 2 - Lecture,Penguin magic,LECTURE
1721,Tango - Lecture,Penguin magic,LECTURE
1722,Ultimate CD Prediction kit,Will Tsai,MISC
1723,The Rope Act,Tabary,ROPE
1724,Ultimate Fire Magic,Jeremy Pei,STAGE
1725,Pathways to Mastery - Episode 5 - Double lifts,Aaron Fisher,CARDS
1726,Card Revelation - Vol 1 to 5,Daryl,CARDS
1727,Jump,Mathieu Bich,CARDS
1728,Alcatraz Box,Mickael Chatelain,CARDS
1729,Cello,Mickael Chatelain,CARDS
1730,Painting Card,Mickael Chatelain,CARDS
1731,Speed,Mickael Chatelain,CARDS
1732,Welcome to my world,John Stessel,MISC
1733,The Creative Magic of Pavel - Vol 1 to 4,Pavel,MISC
1734,Ultimate scrunchy magic,Christian girard,MISC
1735,Matthew johnson - Lecture,Penguin magic,LECTURE
1736,Mentalities - Vol 1 & 2,Stefan Olschewski,MENTALISM
1737,Wreck,Daniel Madison,CLOSEUP
1738,ACAAN,Dani DaOrtiz,ACAAN
1739,No Tear 2,Mark Mason,TNR
1740,Portable ink,Takel,CLOSEUP
1741,Doc Dixon - Lecture,Penguin magic,LECTURE
1742,Connected - Vol 1 and 2,Paul Stockman,MENTALISM
1743,Card to Pocket,Daniel Madison,CARDS
1744,Pen through Finger,Matthew Johnson,CLOSEUP
1745,Casanova Concept,Steve Haynes,MISC
1746,Impossible Envelope,Paul Stockman,MENTALISM
1747,Now Look Here,Chad Long,CARDS
1748,Definitive Sankey,Jay Sankey,MISC
1749,Linking Mardi Gras Beads,Patrick Redford,CLOSEUP
1750,The Hands of Fate,Luke Jermay,MENTALISM
1751,Triology Streamline V2,Alakazam,CARDS
1752,Capture,Luke Dancy,CLOSEUP
1753,Thought Waves,Gary Jones,MENTALISM
1754,Dean's Beads,Dean Dill,MENTALISM
1755,Photo ID,Luc Politi,CARDS
1756,Potential key-ller,Oscar Melendez,CLOSEUP
1757,Grand Prix,Aldo Colombini,CARDS
1758,Green Carpet,Aldo Colombini,CARDS
1759,T-rex,Ran Pink,MISC
1760,Singularity,Alvo Stockman,CARDS
1761,Rubik's Nightmare,Michael Lam,MENTALISM
1762,The Greater Effect of magic - Vol 7,Gary Darwin,MISC
1763,Foundations Vol 1 & 2,Jason England,CARDS
1764,Coins Akiras,Akira Fuji,COIN
1765,Combustion,Arron Jones,MISC
1766,Entrapment,Eric Jones,CARDS
1767,Coffee House Conjuring,Gregory Wilson,CLOSEUP
1768,Exchange,Jordan Gomez,BILLS
1769,Divorce,Justin Miller,CARDS
1770,Confinement,Phil Da Costa,MISC
1771,Anitya,Ponta the Smith,MISC
1772,Poker cheats exposed Vol 1 & 2,Sal Piacente,CARDS
1773,Gradual,Zach Mueller,MISC
1774,Splicer,Zach Mueller,CARDS
1775,Lost Magic Decoded,Steve Cohen,PERFORMANCE
1776,Between 3 minds Vol 1 to 3,Guy Bavli,MENTALISM
1777,Danny Archer - Lecture,Penguin magic,LECTURE
1778,The Impossible Box,Ray Roch,MISC
1779,Salt & Silver,Giovanni livera,COIN
1780,Mechanic - Vol 1 & 2,Daniel Madison,CARDS
1781,Magical Voyages,Eugene Burger,MISC
1782,Instant and Rapid Inductions,Gerald Kein,HYPNOTISM
1783,The Devil in Disguise - Vol 1 & 2,Peter Turner,MENTALISM
1784,Spring St. Aces,Steve Forte,CARDS
1785,Glimpse 20 20,Marc Spelmann,MENTALISM
1786,Box Flip,Dave Forrest,CARDS
1787,Levent Manipulation,Levent,STAGE
1788,Array,Baz Taylor,CARDS
1789,David Williamson - Lecture,Penguin magic,LECTURE
1790,The Greater Magic Video Library - Magic of Spain,Arturo de Ascanio,MISC
1791,Tag,Chastain Criswell,CARDS
1792,The Magicians 2012 - Episode 1 to 3,BBC,PERFORMANCE
1793,Splinter,Marcus Eddie,CLOSEUP
1794,Mind Eraser,Joe Brogie,HYPNOTISM
1795,Sessions with simon Vol 1 to 3,Simon Aronson,MISC
1796,The Stolen Cards,Lennart Green,CARDS
1797,John Cornelius - Lecture,John Cornelius,LECTURE
1798,Bang On,Mark Oberon,MENTALISM
1799,Lock,Victor Zatko,CARDS
1800,Sub zero,Wayne Dobson,CARDS
1801,Turn,Christophe Hery,MISC
1802,Travologue,Richard Pinner,MENTALISM
1803,Instantaneous,Mystery Mark,CARDS
1804,Disguised,Nefesch,CARDS
1805,Simon Lovell - Lecture,Penguin magic,LECTURE
1806,Watch Steal,Chappy Brazil,MISC
1807,The Poker Test,Erik Casey,CARDS
1808,Tales from the planet of bloom - Vol 1 to 3,Gaetan Bloom,MISC
1809,Topit Workshop by Bob Fitch - Vol 1 to 3,Bob Fitch,MISC
1810,Mental Deceptions - Vol 1 and 2,Rick Maue,MENTALISM
1811,Think stop,Luke Jermay,MENTALISM
1812,"Rope, Nut & Knot",Giovanni livera,CLOSEUP
1813,Commercial Close-up Act - Vol 1 to 3,John Tremaine,CLOSEUP
1814,5th Assistant by Geoff Weber,Geoff Weber,MISC
1815,Cookie Cutter,Dan Sperry,MENTALISM
1816,Banded,Garret Thomas,CLOSEUP
1817,The Wine Control,Alexandre Wilmes,CARDS
1818,Hide & Seek,James Brown,MISC
1819,To the Max,Kieron Johnson,MISC
1820,Quantum,Justin Miller,CARDS
1821,Attraction,Laurent Mikelfield,CARDS
1822,Fate Learn,Geraint Clarke,MENTALISM
1823,Egg Bag,Luis De Matos,STAGE
1824,Billet Flash,Mickael Chatelain,CLOSEUP
1825,Mintalist,Peter Eggink,MENTALISM
1826,Ultimate Card sessions Vol 1 to 4,,CARDS
1827,Essentials in Magic - Cups and Balls,Daryl,CUPS & BALLS
1828,Darwin Ortiz - Lecture,Penguin magic,LECTURE
1829,Phantom,Spidey,MENTALISM
1830,Knacky Double lift,Yoann. F,CARDS
1831,Bill X Bill,Kris Mystery,BILLS
1832,Impossible Penetration,Lennart Green,CLOSEUP
1833,Mars Control,Chris Brown,CARDS
1834,The Greater Magic Video Library - Vol 16,Larry Becker,MENTALISM
1835,Perfect Riffle Shuffle,Joe Barry,CARDS
1836,Bombastic,Zach Mueller,CARDS
1837,Little Green Lecture,Pit Hartling,LECTURE
1838,Sudden Impact,Cameron Francis,CARDS
1839,Maestro - Rene Lavand - Vol 1 to 4,Rene Lavand,MISC
1840,Salvano Thump Tip Workshop,Salvano,TT
1841,World's Greatest Magic - Cannibal Cards,L & L,CARDS
1842,World's Greatest Magic-Closeup Magic Vol 1 to 3,L & L,CLOSEUP
1843,World's Greatest Magic - Finger rings,L & L,CLOSEUP
1844,World's Greatest Magic - Gambling Routines,L & L,CARDS
1845,World's Greatest Magic - Master card technique Vol 1 to 3,L & L,CARDS
1846,World's Greatest Magic - Metal Bending,L & L,MENTALISM
1847,World's Greatest Magic - Out of this world,L & L,CARDS
1848,World's Greatest Magic - Professor's Nightmare,L & L,ROPE
1849,World's Greatest Magic - Ring on rope,L & L,ROPE
1850,World's Greatest Magic - Rope Routines,L & L,ROPE
1851,World's Greatest Magic - Slydini Knotted silks,L & L,SILKS
1852,World's Greatest Magic - Storytelling Deck,L & L,CARDS
1853,World's Greatest Magic - Thump Tip,L & L,TT
1854,World's Greatest Magic - Everyday Objects,L & L,CLOSEUP
1855,World's Greatest Magic - Linking Ring,L & L,STAGE
1856,Coins - Vol 1 & 2,Michael P Lair,COIN
1857,Color Drop,Bizarro,CARDS
1858,Unleashed,Gregory Wilson,CLOSEUP
1859,Shaken,Helder Guimaraes,CARDS
1860,The Myth,Ben Train,CARDS
1861,Twizinser,Helder Guimaraes,CARDS
1862,Silly Billy,David Kaye,MISC
1863,Completing the Cut,Ryan Scultz,CARDS
1864,Perpetual Calendar,Aldo Colombini,CARDS
1865,Followers,Dani DaOrtiz,CARDS
1866,Confusion Cards,Kris Nevling,CARDS
1867,Russian Roullete,Larry Becker,MENTALISM
1868,Frye's Chips,Charlie Fyre,CLOSEUP
1869,Allan ackerman - Lecture,Penguin magic,LECTURE
1870,World's Greatest Magic - Card to Wallet,L & L,CARDS
1871,Inferno,Joshua Jay,CARDS
1872,MSD - Headphone,Yoann. F,MISC
1873,The Vernon Chronicles - Vol 1 to 3,Bruce Cervon,CARDS
1874,Small Miracles,Helder Guimaraes,CARDS
1875,Mental XL,Pascal de Clermont,MENTALISM
1876,Simply Psychic,Ross Johnson,MENTALISM
1877,PsyConFabulous,Sean Taylor,MENTALISM
1878,Colaura,Sean Taylor,MENTALISM
1879,Charming chinese challenge,Troy Hooser,COIN
1880,Converter,Kreis Magic,CARDS
1881,Magic with markers - Vol 1 and 2,James Coats,MISC
1882,Pure,Peter Eggink,MENTALISM
1883,Double Decker,Aldo Colombini,CARDS
1884,Before I Forget,Mark Elsdon,MISC
1885,Best Ever Collection - Vol 1 to 4,Harry Lorayne,CARDS
1886,Machine,Aaron Fisher,CARDS
1887,Side winder,Akira Fuji,COIN
1888,Coint thru glass,Alex Ward,COIN
1889,Examining the Thump Tip,Alexander De Cova,TT
1890,Scratch,Chad Long,CLOSEUP
1891,Extreme Korn,Chris Korn,CLOSEUP
1892,Radical Korn,Chris Korn,CLOSEUP
1893,Restless - Vol 1 to 3,Dan Hauss,CLOSEUP
1894,David's Cull,David Gonzalez,CARDS
1895,Undo Shuffle,David Gonzalez,CARDS
1896,Unexpected Visitor - Vol 1 & 2,Doug Brewer,COIN
1897,Gallerian Bend,Erick Castle,MENTALISM
1898,Eclipse,Eric Jones,CARDS
1899,MRD Deck,Liam Montier,CARDS
1900,Secret Files - Vol 1 & 2,Jay Sankey,MISC
1901,Jaw Droppers - Vol 1 to 4,Larry Anderson,MISC
1902,The Greater Magic Video Library,Arturo De Ascanio,MISC
1903,Subtle Card Magic,Aldo Colombini,CARDS
1904,KW One hand pass,Kim Wist,CARDS
1905,Peter Eggink - Lecture,Penguin magic,LECTURE
1906,Perfect Open prediction,Boris Wild,CARDS
1907,Heirloom,Jamie Badman,MENTALISM
1908,Intercessor 2.0,Gaetan Bloom,CARDS
1909,Puddle jumper,Zach Mueller,CARDS
1910,The Sizzle,Oz Pearlman,CARDS
1911,The Intercessor 2.0,Gaetan Bloom,CARDS
1912,Menny Lindenfeld - Lecture,Penguin magic,LECTURE
1913,Whip Lash,Stephen Tucker,CLOSEUP
1914,Dual Edge,Rus Andrews,MENTALISM
1915,Bumblebees,Woody Aragon,CLOSEUP
1916,Talk about Lapping,Dani DaOrtiz,MISC
1917,Chapters of Marc Spelmann - Vol 1 to 4,Marc Spelmann,MENTALISM
1918,Move Mastery - Vol 1 to 3,Peter Duffie,CARDS
1919,Strip,Jon Thompson,CARDS
1920,In the Trenches,Paul Green,CARDS
1921,Control 2.0,Wayne Houchin,CARDS
1922,Counterfeit Hollingworth,Wayne Houchin,CARDS
1923,Fire Coins,Nathan Kranzo,COIN
1924,Fade,Titanas,CARDS
1925,Devil Coin Vanish,Steve Fearson,COIN
1926,Odd Men Out,Pit Hartling,CARDS
1927,Stand up Coin Magic,Nathan Kranzo,COIN
1928,Hungry,Mathieu Bich,CARDS
1929,Delta,Justin Miller,CARDS
1930,Commercial Classics of Magic Vol 3 & 4,Johnny Thompson,MISC
1931,Twist,Mathieu Bich,CARDS
1932,Flik,Alexis de la fuente,CARDS
1933,The Wrong Path,Justin Miller,CARDS
1934,The Invisible Punch,Daniel Madison,CARDS
1935,The Silent Treatment,Jon Allen,MISC
1936,Cabaret Mind Reading,Ted Lesley,MENTALISM
1937,Card through Shirt,Dan Hammond,CARDS
1938,Oz Pearlman - 2 - Lecture,Penguin magic,LECTURE
1939,True Magic - Vol 1 & 2,Aldo Colombini,CARDS
1940,Michael Rubinstein - Lecture,Penguin magic,LECTURE
1941,Heinstein's Dream,Karl Hein,CARDS
1942,Multiple Revelation,Andi Gladwin,CARDS
1943,Inscrutable - Vol 1 & 2,Joe Barry,CARDS
1944,Devious - Vol 1 & 2,Michael Close,CLOSEUP
1945,Something more than an illusion - Vol 1 to 3,Henry Evans,CLOSEUP
1946,Extreme Possibilities - Vol 1 to 4,Paul Wilson,CLOSEUP
1947,Kapow - Vol 1 to 2,Cameron Francis,CARDS
1948,Past Midnight - Vol 1 to 3,Benjamin Earl,CARDS
1949,One Hand Pop Over,Aaron Fisher,CARDS
1950,Total Destruction - Vol 1 to 3,Troy Hooser,MISC
1951,The One,Anthony Stan,CARDS
1952,Mene Tekel Miracles,Nathan Kranzo,CARDS
1953,Carey On,John Carney,CARDS
1954,Carey On Ramsay,John Carney,MISC
1955,Card College Vol 3 & 4,Roberto Giobbi,CARDS
1956,Richard Osterlind - 2 - Lecture,Penguin magic,LECTURE
1957,World's Greatest Magic - Card on ceiling,L & L,CARDS
1958,World's Greatest Magic - Color Changing knives,L & L,CLOSEUP
1959,World's Greatest Magic - Zombie Ball,L & L,STAGE
1960,World's Greatest Magic - Gypsy thread,L & L,CLOSEUP
1961,World's Greatest Magic - Card Fanning,L & L,CARDS
1962,World's Greatest Magic - Anniversary waltz,L & L,CARDS
1963,World's Greatest Magic - Color Changing deck,L & L,CARDS
1964,World's Greatest Magic - Collins Aces,L & L,CARDS
1965,World's Greatest Magic - Cups & Balls Vol 1 to 3,L & L,CUPS & BALLS
1966,World's Greatest Magic - Magic with business cards,L & L,CLOSEUP
1967,World's Greatest Magic - Torn & Restored Newspaper,L & L,STAGE
1968,"World's Greatest Magic - The Last word on three card monte - Vol 1 to3",L & L,CARDS
1969,World's Greatest Magic - Stand Up Magic -Vol 1-3,L & L,CLOSEUP
1970,World's Greatest Magic - Stacked Quarters,L & L,COIN
1971,World's Greatest Magic - Ring Flight,L & L,CLOSEUP
1972,World's Greatest Magic - Matrix Coin Assemblies,L & L,COIN
1973,World's Greatest Magic - Magic with Dice,L & L,CLOSEUP
1974,Educating Archer - Vol 1 and 2,John Archer,MENTALISM
1975,World's Greatest Magic - Oil and Water,L & L,CARDS
1976,How to Win at FISM,Soma,LECTURE
1977,Ghost Peek,James Swain,CARDS
1978,Vanishing Pen,Sans Minds,CLOSEUP
1979,Arming System,Chef Tsao,COIN
1980,Cardistry,Daniel Madison,CARDS
1981,Chaos theory,Daniel Madison,CARDS
1982,Gambler's Cop,Daniel Madison,CARDS
1983,Celestial Mechanics,David Davies,CARDS
1984,Modulate,Dee Christopher,CARDS
1985,Twizted,Eric Jones,CARDS
1986,Signed Card in Bottle,Etienne Pradier,CLOSEUP
1987,Straddle Pass,Jason England,CARDS
1988,Abyss Change,Justin Miller,CARDS
1989,Ring Slide,Justin Miller,ITR
1990,The Bold Project,Justin Miller,CLOSEUP
1991,The Sick Control Triology,Justin Miller,CARDS
1992,The Silky Triology,Justin Miller,CARDS
1993,Xbox,Kevin Schaller,CARDS
1994,Card in Bottle,Laura London,CARDS
1995,Panini,Lee Asher,CARDS
1996,The Riot Collection,Peter McKinnon,CARDS
1997,21,Shin Lim,CLOSEUP
1998,The Changes,Michael Muldoon,CARDS
1999,Theatre Close-up - Vol 1 & 2,Greg Gleason,MISC
2000,Road Killers,David Acer and Richard Sanders,CLOSEUP
2001,Front Row,Jay Sankey,CLOSEUP
2002,Box Set,John Guastaferro,CARDS
2003,My Best - Vol 1 to 3,John Mendozo,MISC
2004,New Pentagram - Vol 1 to 3,Aldo Colombini,CLOSEUP
2005,Packet trick picks,Aldo Colombini,CARDS
2006,Please Hold,Aldo Colombini,MISC
2007,The Best of JJ Sanvert - Vol 1,JJ Sanvert,CLOSEUP
2008,Treasures - Vol 1,Alexander De Cova,MISC
2009,Can you Hear me Now,Aldo Colombini,CARDS
2010,Mathieu Bich - Lecture,Penguin magic,LECTURE
2011,Magical Sleight Season 2 - Vol 1 & 2,Magical Sleight,MISC
2012,Card Capers,Aldo Colombini,CARDS
2013,Friends of Roger Klause - Vol 1 & 2,Roger Klause,CLOSEUP
2014,All Hands on deck,Aldo Colombini,CARDS
2015,The Pennies,Giovanni livera,COIN
2016,The Very Best of Gary Ouellet - Vol 1 to 3,Gary Ouellet,CLOSEUP
2017,The Fielding West Comedy Magic Show,Fielding West,MISC
2018,Miracles of the Mind - Vol 1 & 2,T.A. Waters,MENTALISM
2019,Karl Fulves - The Chronicles,Aldo Colombini,CARDS
2020,Oil and Water  Vol 1 & 2,Aldo Colombini,CARDS
2021,Razzamataz,Aldo Colombini,CLOSEUP
2022,Simply Impromptu - Vol 1 & 2,Aldo Colombini,CARDS
2023,Tricks to Go - Vol 1 & 2,Aldo Colombini,CARDS
2024,Twists of Fate,Aldo Colombini,CARDS
2025,Still Ringing Around,Aldo Colombini,ROPE
2026,Magic with Rubber bands - Vol 1 to 3,Dan Harlan,RUBBERBANDS
2027,The Ultimate Workers - Vol 1 & 2,Michael Close,CLOSEUP
2028,Aldo on Trost - Vol 1 to 12,Aldo Colombini,CLOSEUP
2029,Fireworks,Aldo Colombini,CLOSEUP
2030,Sharpie through card,Peter Nardi,CLOSEUP
2031,Twister continuum,Stephen Tucker,CARDS
2032,Impromptu Card Magic - Vol 1 to 6,Aldo Colombini,CARDS
2033,2009,Dominique Duviver,CARDS
2034,From Old to New - Vol 1 to 4,Dominique Duviver,MISC
2035,Intimiste - Vol 1 to 3,Dominique Duviver,MISC
2036,The Attic is in my Chest - Vol 1 & 2,Dominique Duviver,MISC
2037,Solo,Dominique Duviver,MISC
2038,Bill Breaker,Bizarro,BILLS
2039,Trap,Alex Pandrea,CARDS
2040,Kaleidoscope,Jay Sankey,CLOSEUP
2041,Paperclipped Special Edition,Jay Sankey,CARDS
2042,The Classic Topit - Vol 1 & 2,Michael Ammar,MISC
2043,The Stars of Magic - David Roth,David roth,MISC
2044,The Stars of Magic - Vol 4,Derek Dingle,MISC
2045,Card Farm,David Williamson,CARDS
2046,Master works of Conjuring - Vol 1 to 4,Marc Desouza,STAGE
2047,Mercuring,Jay Sankey,CLOSEUP
2048,Nailed,Jay Sankey,CLOSEUP
2049,Omnilope,Jay Sankey,CLOSEUP
2050,Reconstruction,Jay Sankey,CLOSEUP
2051,Restaurant Magic - Vol 1 to 3,Dan fleshman,MISC
2052,Royal Road to Card Magic - Vol 1 to 4,Rudy Hunters,CARDS
2053,Expert Card Magic Lecture - Vol 1 & 2,Sal Piacente,CARDS
2054,Standing Room only - Vol 1 to 3,Steve Draun,MISC
2055,The Forrest Francis Project - Vol 1 & 2,David Forrest,CLOSEUP
2056,Stapled,Dario Capuozzo,CLOSEUP
2057,Armstrong Card magic - Vol 1 to 3,Jon Armstrong,CARDS
2058,Comedy Bits & Magic Routines - Vol 1 & 2,Harry Allen,MISC
2059,Legendary Magic - Vol 1 & 2,Ross Bertram,MISC
2060,In Concert,Roger Klause,MISC
2061,Whispering die,Richard Osterlind,MENTALISM
2062,Prisoners,Alex Pandrea,CARDS
2063,Melt,Matthew Johnson,CLOSEUP
2064,Surface,Arnel Renegado,CARDS
2065,Daryl - Lecture,Penguin magic,LECTURE
2066,Crafty Power,Kreis Magic,COIN
2067,Amazing Secrets of Card Magic,Michael Ammar,CARDS
2068,Angle-Z,Daniel Madison,CARDS
2069,Mystique,Lyndon Jugalbot,CARDS
